job title,company name,job description
Enterprise Data Engineer,El Rio Community Health Center,Description introuvable
R&D Product Development Engineer (Medical device),MillenniumSoft Inc,Description introuvable
Business Intelligence Analyst,Guardian Pharmacy,"Phoenix, Arizona, United States of AmericaSaliba’s Extended Care Pharmacy is part of the Guardian Pharmacy Services network and prides itself on its customer service. Each team member plays an integral part in the success of the pharmacy. Compassion, Enthusiasm and Dedication are our values and part of the difference at Saliba’s.This is NOT a remote job. This job will be performed 100% on-site.DetailsSchedule: M-F 8am-5pmThis role will be performed onsite at a closed-door pharmacy in Phoenix, AZ, 85024.We OfferComprehensive training provided side by side with training team.We offer full benefits including: Medical, Dental, Vision, Dental, Life Insurance, and a matching 401K option.Competitive hourly pay.Develop trends and metrics for benchmarking internal results against industry standards and against similar internal business units. Ensure up-to-date and accurate reporting for monthly/quarterly/yearly comparison with prior periods. Forecast trends by market, segment, facility or any other factor needed for pro-active adjustments to operations, long term planning and management of financial results.Attributes RequiredWork Ethic/Integrity – must possess intrinsic drive to excel coupled with values in line with company philosophyLeadership – ability to lead project teams to deadlines, while maintaining strong team orientationRelational – ability to build relationships with business unit management and become “trusted advisor”Strategy and Planning – ability to think ahead, plan and manage time efficientlyProblem Solving – ability to analyze causes and solve problems at both a strategic and functional levelCommunication – ability to communicate clearly and concisely in verbal and written formTeam Oriented – ability to work effectively and collaboratively with all team membersEssential Job Functions (include The Following)Interact, support, consult and collaborate with all departments to define business metrics and KPIs.Produce accurate and on-time deliverables.Examine existing data sets and identify trends. Perform data analysis (cohort, time-series, etc.) to generate deep actionable insights for business questions.Deliver quick and accurate ad-hoc analysis to speed business decisions.Partner with cross-functional teams to identify new opportunities requiring the use of modern analytical techniques.Assist with data scrubbing and data wrangling. Primarily utilizing SQL and other Business Intelligence Tools.Collaborate with data engineers, business intelligence developers, and senior leaders to identify process improvement opportunities. Devise data governance strategies to incorporate best practices and policies.Education And/or CertificationsBachelor's Degree (Math, Economics, Statistics, Engineering, Business, Computer Science, or similar)Skills And Qualifications3 years related experienceAdvanced proficiency with SQLProven experience with Excel Power Platform (Power Pivot, Power View)Experience with SSAS (Tabular or Multidimensional)Experience with data visualization. (PowerBI – preferred)Must work well independently and as a project team member. (Project management certifications – preferred)Excellent analytical and problem-solving skills.Ability to prototype statistical analysis, model algorithms, and apply data driven solutions.A team player – friendly, positive, fun, collaborativeHigh level of intellectual curiosity and a strong desire to learn emerging technologies and innovate new solutionsAbility to tackle challenging problems in a fast-paced, fluid environmentStrong organizational and prioritization skills and attention to detailA proven track record of making things happen as a result of analytical work and working with non-technical end users to understand their needs then delivering solutions to fit those needs.Work EnvironmentAbility to work flexible hours Full-Time employees working 30+ hours per week are eligible to enroll in our comprehensive benefits package, which includes medical, dental, vision, short and long-term disability, life and supplemental life insurance, and PTO.All employees are eligible to enroll in our company matched 401(k) plan.Show moreShow less"
Data Engineer,Diverse Lynx,"Job DescriptionData model development and Model scoring Work with Data Scientists and build scripts to meet their data needsRequired Qualifications 10&plus; years of overall experience 3&plus; years' experience with Big Data ( HADOOP platforms) –Hive, Spark ( needs to be currently hands-on on Hadoop cluster) 5&plus; years of ETL (Extract, Transform, Load) - Scoop, INFA RDBMS Teradata, Oracle Experience in Python Reproduce issues faced by Data Scientists Knowledge of Agile is a mustDiverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.Show moreShow less"
Financial Data Analyst,Michael Page,"Career Building|Collaborative work environmentAbout Our ClientCar auction group founded in 1971 based out of Scottsdale Arizona, providing world class automotive lifestyle events for a range of collectors and enthusiasts from around the world.Job DescriptionLead the design, implementation and maintenance of a business intelligence reporting system using the latest data visualization tools.Support preparation of annual budgets and numerous forecasts across various industries.Assist with analysis of strategic business initiatives and new business opportunities.Advance technical aspects of the company's financial models.Assist in the analysis of market information and financial trends.Provide analytic support to Sales, Marketing and Consignment teams and create reports for the company board.Develop a range of financial models.MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.The Successful ApplicantAbility to work the entire month Including weekends in January of 2023, on site in Scottsdale AZ.Ability to work a flexible schedule (Some weeks more than 40 hours, some less).2-4 years of experience in a Data Analyst position.Proficient in Tableau and Data Visualization Tools.Experience with the entire Office365 product suite, more specifically (Excel, vLookUp, Power BI).Strong communicator.Analytic mindset, someone who loves numbers.What's On OfferCompetitive rates and benefits starting from day 1!Contact: Will LuffQuote job ref: JN-122022-5864153Show moreShow less"
Business Analyst,Nestlé Purina North America,"We’re a leader in the pet care industry, which means we’re not only ahead in volume, profit and market share, but our associates dare to Stand Taller. We innovate new products, impart new agilities into existing processes, constantly advance pet nutrition, and always pay it forward in the form of service for our communities and families. Are you up for the dare?This position is not eligible for Visa Sponsorship.Position SummaryIt takes ALL of us to do what we do at a world-class level, but it’s the insights, data and subject matter expertise our Business Analysts bring to the table that makes us a long-standing leader in the larger pet care Category. We give you the high charge of integrating customer business plans, providing internal and external promotional analysis, leveraging analytical data/insights and developing portfolio recommendations to achieve overall sales, market share and profit objectives. You’ll be supported by a larger customer facing team in our Purina Sales department.We offer opportunities at the global scale and cross-functional experiences that will diversify your knowledge, insight and your background. So, if your full potential could be unleashed, what would you add to the mix? Develops 4P Purina portfolio recommendations to drive growth within the assigned business unit Provides business overview and analysis to customer teams on progress against market and Joint Business Planning (JBP) objectives Assess competitive market activity and provide analytics around risks/opportunities to the Purina portfolio Partner with Finance to deliver promotional recommendations on the Purina portfolio to maximize market impact Provide data and recommendations around 4P strategy for new distribution (shelf recommendation, promotion strategy, pricing) using market data Provide insights and analytics to support JBP development objectives and initiatives Attend monthly retail team meetings to provide business updates, opportunities, or promotional/product mix improvements and key quarter priorities Provide ad-hoc reporting and communication for retail initiativesRequirements Bachelor’s Degree from an accredited institution 1+ years of experience in category development, business analytics, sales, or marketing 1+ years of experience in retail salesOther Must be able to travel up to 15% or as business needs require Previous experience working with PetSmart, Petco, Target, Walmart, Kroger preferred Previous experience with Nielsen/IRI/Power BI, or RSI syndicated data preferredREQUISITION ID:215201It is our business imperative to remain a very inclusive workplace.To our veterans and separated service members, you're at the forefront of our minds as we recruit top talent to join Nestlé. The skills you've gained while serving our country, such as flexibility, agility, and leadership, are much like the skills that will make you successful in this role. In addition, with our commitment to an inclusive work environment, we recognize the exceptional engagement and innovation displayed by individuals with disabilities. Nestlé seeks such skilled and qualified individuals to share our mission where you’ll join a cohort of others who have chosen to call Nestlé home.The Nestlé Companies are an equal employment opportunity and affirmative action employer seeking diversity in qualified applicants for employment. All applicants will receive consideration for employment without regard to race, ethnicity, color, gender, gender identity, age, religion, national origin, ancestry, disability, perceived disability, medical condition, genetic information, veteran status, sexual orientation, or any other protected status, as defined by applicable law. Prior to the next step in the recruiting process, we welcome you to inform us confidentially if you may require any special accommodations in order to participate fully in our recruitment experience. Contact us at accommodations@nestle.com or please dial 711 and provide this number to the operator: 1-800-321-6467.This position is not eligible for Visa Sponsorship.Show moreShow less"
PowerBI Developer,Diverse Lynx,"Job DescriptionTitle: PowerBI DeveloperDuration: 6 monthsLocation: RemoteKey technologies: Microsoft Power BI, Jira, eazyBI, Jenkins, Database fundamentals with SQL queryingNice to haves: Practical experience with QA metric knowledge and understandingSkills5&plus; years PowerBI development with strong experience with multiple data resources and dashboarding.Experience in EazyBI a plusJob SummaryMicrosoft’s Power BI is a leading interactive data visualization program used by businesses to generate lucid, actionable insights from raw data. The job of a Power BI developer is to design, build, and deploy reports and dashboards using granular and multi-source data. A Power BI developer is a strong and talented developer with the skills and experience to support our quality assurance metrics design and development efforts using Power BI. The Power BI developer should have a complete understanding of the Power BI system and be able to convert raw data into meaningful insights through interactive and easy-to-understand dashboards, charts, and reports.Duties & ResponsibilitiesPerforms work under general supervision.Understands business requirements in BI context.Designs data models to transform raw data into meaningful insights.Develops real-time metrics from multiple data sources (i.e., Jira, Jenkins, etc.).Ingests metric data into a reporting platform to build presentable reports.Creates dashboards and interactive visual reports using Power BI.Analyzes and presents data through dashboards and reports to establish data-driven decision-making in real-time.Creates customized charts and custom calculations as per requirements.Uses filters, graphs, and colored indicators for a better understanding of the data.Communicates with the IT Architects and the QA Management team on status and progress. Knowledge, Skills & AbilitiesRequired – Power BI Development ExperienceRequired – eazyBI development experienceRequired – Proficient with English, written and spokenRequired – Great Communication SkillsRequired – A passion for technology and knack for detailRequired – Sound knowledge of database fundamentals and SQL queryingRequired – Practical Experience With QA Metric Knowledge And UnderstandingDiverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.Show moreShow less"
Senior Business Analyst,Kinetix,Description introuvable
Chemist,Footprint,Description introuvable
"Data Engineer/Senior Data Engineer, IT Analytics",American Airlines,"Location: Rio West A Bldg (PHX-RWA1)Additional Locations: NoneRequisition ID: 64852IntroAre you ready to explore a world of possibilities, both at work and during your time off? Join our American Airlines family, and you’ll travel the world, grow your expertise and become the best version of you. As you embark on a new journey, you’ll tackle challenges with flexibility and grace, learning new skills and advancing your career while having the time of your life. Feel free to enrich both your personal and work life and hop on board!Why you'll love this jobYou will help enable data engineering solutions at AAYou will be part of a team that innovatesThis role is a part of the Data Engineering and Analytics team within our Technology group. You’ll bring your data engineering, collaboration and analytics skills to help cultivate a data driven culture by designing and delivering analytics solutions and making data analytics easier and more effective for American AirlinesWhat You'll DoAs noted above, this list is intended to reflect the current job but there may be additional essential functions (and certainly non-essential job functions) that are not referenced. Management will modify the job or require other tasks be performed whenever it is deemed appropriate to do so, observing, of course, any legal obligations including any collective bargaining obligations.Work closely with source data application teams and product owners to design, implement and support analytics solutions that provide insights to make better decisionsImplement data migration and data engineering solutions using Azure products and services: (Azure Data Lake Storage, Azure Data Factory, Azure Functions, Event Hub, Azure Stream Analytics, Azure Databricks, etc.) and traditional data warehouse toolsPerform multiple aspects involved in the development lifecycle – design, cloud engineering (Infrastructure, network, security, and administration), ingestion, preparation, data modeling, testing, CICD pipelines, performance tuning, deployments, consumption, BI, alerting, prod supportProvide technical leadership and collaborate within a team environment as well as work independentlyBe a part of a DevOps team that completely owns and supports their productImplement batch and streaming data pipelines using cloud technologiesLeads development of coding standards, best practices and privacy and security guidelinesMentors' others on technical and domain skills to create multi-functional teamsAll you'll need for successMinimum Qualifications- Education & Prior Job ExperienceBachelor's degree in Computer Science, Computer Engineering, Technology, Information Systems (CIS/MIS), Engineering or related technical discipline, or equivalent experience/training3 years software solution development using agile, DevOps, operating in a product model that includes designing, developing, and implementing large-scale applications or data engineering solutions3 years data analytics experience using SQL2 years of cloud development and data lake experience (prefer Microsoft Azure) including Azure EventHub, Azure Data Factory, Azure Databricks, Azure DevOps, Azure Blob Storage, Azure Data Lake, Azure Power Apps and Power BICombination of Development, Administration & Support experience in several of the following tools/platforms required: Scripting: Python, Spark, Unix, SQLData Platforms: Teradata, Cassandra, MongoDB, Oracle, SQL Server, ADLS, SnowflakeAzure Data Explorer. Administration skills a plusAzure Cloud Technologies: Azure Data Factory, Azure Databricks, Azure Blob Storage, Azure Data Lake, Azure Power Apps and Azure FunctionsCI/CD: GitHub, Jenkins, Azure DevOps, TerraformBI Analytics Tool Stack - Cognos, Tableau, Power BI, Alteryx, Denodo, and GrafanaData Warehousing: DataStage, InformaticaData Governance and Privacy: Informatica Axon and EDC, BigIDAll you'll need for successPreferred Qualifications- Education & Prior Job Experience5+ years software solution development using agile, dev ops, product model that includes designing, developing, and implementing large-scale applications or data engineering solutions5+ years data analytics experience using SQL3+ years full-stack development experience, preferably in Azure3+ years of cloud development and data lake experience (prefer Microsoft Azure) including Azure EventHub, Azure Data Factory, Azure Functions, ADX, ASA, Azure Databricks, Azure DevOps, Azure Blob Storage, Azure Data Lake, Azure Power Apps and Power BIAirline Industry ExperienceSkills, Licenses & CertificationsExpertise with the Azure Technology stack for data management, data ingestion, capture, processing, curation and creating consumption layersExpertise in providing practical direction within the Azure Native cloud servicesAzure Development Track Certification (preferred)Spark Certification (preferred)What You'll GetFeel free to take advantage of all that American Airlines has to offer:Travel Perks: Ready to explore the world? You, your family and your friends can reach 365 destinations on more than 6,800 daily flights across our global network. Health Benefits: On day one, you’ll have access to your health, dental, prescription and vision benefits to help you stay well. And that’s just the start, we also offer virtual doctor visits, flexible spending accounts and more.Wellness Programs: We want you to be the best version of yourself – that’s why our wellness programs provide you with all the right tools, resources and support you need. 401(k) Program: Available upon hire and, depending on the workgroup, employer contributions to your 401(k) program are available after one year. Additional Benefits: Other great benefits include our Employee Assistance Program, pet insurance and discounts on hotels, cars, cruises and more.Feel free to be yourself at AmericanFrom the team members we hire to the customers we serve; inclusion and diversity are the foundation of the dynamic workforce at American Airlines. Our 20+ Employee Business Resource Groups are focused on connecting our team members to our customers, suppliers, communities and shareholders, helping team members reach their full potential and creating an inclusive work environment to meet and exceed the needs of our diverse world.Are you ready to feel a tremendous sense of pride and satisfaction as you do your part to keep the largest airline in the world running smoothly as we care for people on life’s journey? Feel free to be yourself at American.Additional Locations: NoneRequisition ID: 64852Show moreShow less"
Data Engineer,KUBRA,"KUBRA is in growth mode and currently seeking a Data Engineer to join our Data Analytics Team!As a Data Engineer, you will be working on designing and maintaining our data Infrastructure and ETL processes under the direction of the Team Lead, or Senior Data Engineer. You will also get the opportunity to collaborate with an amazing BI Analysts team to provide BI Analysis as a secondary focus!Design, build, and maintain data infrastructure, ETL processes, and data pipelinesAssist the BI Analyst to manage client reporting requirements.Build Data models and assist the BI Analyst to offer data driven insights.Foster an environment that emphasizes trust, open communication, creative thinking, and cohesive team effort.Migrate on-premise data systems to AWS cloud and maintain existing SSIS packages.Design data models and automate manual processes.Maintain SQL Server and AWS data infrastructure.Work with the product Technical Writer to create technical documentation related to data infrastructure and processes.Excellent written and verbal communication skills and an ability to maintain a high degree of professionalism in all client communications.Ability to influence others, build relationships, manage conflicts, and handle negotiations.Excellent organization, time management, problem-solving, and analytical skills.Proactive mindset and ability to work independently in a fast-paced environment focused on results.Ability to handle pressure.Minimum of 3 to 4 years of cloud experience on any of the major cloud platforms preferably AWS.Hands on Knowledge of Data Modeling, Warehousing and BI Reporting ToolsDemonstrable experience with one or more of SQL, R, Python, Spark, or Kafka.Preferable to have experience with one or more of BI tools, Databricks, Snowflake/Redshift, DBT.Experience with handling streaming data is an asset.Award-winning culture that fosters growth, diversity and inclusion for allPaid day off for your birthdayAccess to LinkedIn learning coursesContinued education with our education reimbursement programFlexible schedulesTwo paid days for volunteer opportunitiesWell-Being Days! KUBRA is a fast-growing company that delivers customer communications solutions to some of the largest utility, insurance, and government entities across North America. KUBRA offers billing and payments, mapping, mobile apps, proactive communications, and artificial intelligence solutions for customers. With more than 1.5 billion customer interactions annually, KUBRA services reach over 40% of households in the U.S. and Canada. KUBRA is an operating subsidiary of Hearst.Our office is small enough to allow creative individuals to flourish, yet large enough to provide long-term stability. We place a tremendous amount of responsibility on our team members to be productive, focused and self-motivated. We offer a casual work environment, competitive compensation and a stellar benefits program.Equal Employment Opportunity/Affirmative Action Statement We are an Equal Employment Opportunity/Affirmative Action employer. We do not discriminate in hiring on the basis of sex, gender identity, sexual orientation, race, color, religion, creed, national origin, physical or mental disability, protected veteran status, or any other characteristic protected by federal, state, or local law. We will provide accommodations during the recruitment process upon request by emailing recruitment-team@kubra.com. Information received relating to accommodation will be addressed confidentially.Show moreShow less"
Senior Manager of Data Science,Harnham,"SENIOR MANAGER OF DATA SCIENCEFULLY REMOTE160,000 - 170,000 + BONUSAre you looking for an opportunity to work at a company that values creativity while leading a team of data scientists? Do you have an understanding of marketing analytics concepts and have training in statistical methods such as predictive modeling or probability theory? This real estate company is looking for an individual who is ready to take on the role of a Senior Manager of Data Science.THE COMPANY:This company functions in the real estate space that has the goal of improving the single-family rental customer experience. They admire creativity and aim to partner with stakeholders to drive results. In this role you will help the growth of the company with your ability to direct a team through generating problem statements, telling a story with data, and project management.THE ROLE:This individual has a strong quantitative background in engineering, mathematics, economics or similar field. In this role, the Senior Manager of Data Science will have both a managerial mindset with the ability to do hands-on work.Gather, organize and interpret structured and unstructured data from multiple internal and external sourcesProven ability to create presentations to use data to drive changeAbility to work in a fast-paced, flexible environment and share creative ideas while driving forward a team of data scientistsYOUR SKILLS AND EXPERIENCE:Strong understanding of SQL, Python, Excel, SAS, etc.Experience working with visualization tools such as Tableau, PowerBI, Looker, etc.Analytical and technical problem-solving skillsBuilds machine learning models to find new insightsTeam and project management experienceStrong communication skills to present to stakeholdersSelf-starter and tactical thinkerTHE BENEFITS:You can earn between $160,000 - $170,000 plus benefits. Other benefits include working within a high-growth environment and being encouraged to share new ideas.HOW TO APPLY:Please register your interest by sending your CV to Beau Watson via the Apply link on this page.Show moreShow less"
Analytics Manager,Gila River Resorts & Casinos,Description introuvable
Bioinformatician-Methylation,TGen - Part of City of Hope,"Description:TGen, the Translational Genomics Research Institute, is an affiliate of City of Hope.We are an Arizona-based, nonprofit medical research institute dedicated to conducting groundbreaking research with life-changing results. We work to unravel the genetic components of common and complex diseases, including cancer, neurological disorders, infectious disease, and rare childhood disorders. By identifying treatment options in this manner, we believe medicine becomes more rational, more precise and, well, more personal.At TGen, we are setting a new medical standard where the future of medicine is happening now. We are pioneers in deciphering the story a person's genome has to tell. For individuals faced with a serious diagnosis, our scientists and clinicians have the ability to let a patients' genome reveal its uniqueness in ways that are both powerful and transformative, especially when it comes to treating disease in a precise and individual manner.TGen has had an important and highly positive impact in understanding the molecular drivers in cancer and other diseases and disorders, but more importantly, has been among the world's leaders in applying this knowledge toward the treatment of patients.By strategically aligning ourselves with first-in-class medical providers, TGen provides direct benefit to those patients faced with limited options.A hallmark of TGen is our belief that by utilizing the latest technologies and collaborating with the strongest of partners, we can develop better tools to increase our understanding of complex diseases and to better predict which treatments might be most effective, i.e., one-of-a-kind clinical trials (the right drug, at the right dose, at the right time).TGen's translational approach and our experience at leveraging genomic information in support of achieving more precise and personalized treatments augments your work in ways other institutes cannot. Our affiliation with City of Hope allows you to integrate your work with a growing health system committed to research with highest potential for improvements in patient care. In short, our science-led business-supported approach means there's no better place to move your research forward.If you're looking for a job with purpose, you'll find it at TGen. DescriptionThe bioinformatician will process biomedical data by utilizing/applying existing informatics/softwareresources/analysis methods on multiple computing platforms/in multiple programming languages,automating/managing repetitive tasks, developing small-scale software modules, assistinextracting/organizing/manipulating/annotating/visualizing/summarizing data from diverse data sources toaid knowledge discovery and inference process, and carry out custom bioinformatics tasks as requiredand specified by the senior staff and supervisors. Description The bioinformatician in the Cristian Tomasetti Lab will process biomedical data by utilizing/applying existing informatics/software resources/analysis methods on multiple computing platforms/in multiple programming languages, automating/managing repetitive tasks, developing small-scale software modules, assist in: extracting/organizing/manipulating/annotating/visualizing/summarizing data from diverse data sources to aid knowledge discovery and inference process, and carry out custom bioinformatics tasks as required and specified by the senior staff and supervisors. Responsibilities include: The bioinformatician will process biomedical data by utilizing/applying existing informatics/software resources/analysis methods on multiple computing platforms/in multiple programming languages, automating/managing repetitive tasks, developing small-scale software modules, assist in extracting/ organizing/ manipulating/ annotating/ visualizing/ summarizing data from diverse data sources to aid knowledge discovery and inference process, and carry out custom bioinformatics tasks as required and specified by the senior staff and supervisors. Implementation, application, maintenance, customization of available/known informatics resources and scientific software/data sources in multiple programming languages/platforms for research support. Developing front-ends for other analysis tools, visualization/compilation of results, facilitating generally defined routine data processing/migration/organization/management tasks, and building project-specific workflows implementing automated analysis steps. Investigation, customization, prototyping for new bioinformatics resources, and scientific software for biomedical data processing. Requires skills in multiple programming languages, databases, computational methods, scientific computing, large-scale data analysis, and heterogeneous biomedical data from multiple sources. Using software engineering skills towards creating reusable, modular, tested, version-controlled, shared repository oriented, professional-quality informatics/software/database resources. Designing, prototyping, evaluating innovative computational algorithms, data analysis, and statistical methods for biomedical data processing, interpretation and knowledge mining of data, computational algorithms, databases, scientific computing, large-scale data analysis. Suggesting/exploring alternative/multiple data processing approaches. Following scientific literature/manuscripts, investigating new biomedical data processing methods, trends, technologies, and paradigms relevant to biomedical informatics, providing feedback towards scientific findings, and contributing towards manuscripts/grants/research proposals and research planning. Attending/contributing to/presenting at internal/external scientific meetings/conferences Managing multiple bioinformatics collaborations/projects, mentoring junior staff. Strategic planning, organization, management, organization, utilization, and optimization of existing and future bioinformatics resources, skills, and needs. Interacting with PIs, researchers, and other bioinformaticians towards aligning/guiding the bioinformatics activities to maximize the organization's competitive advantage in biomedical research. Interacting with other research divisions, computing infrastructure staff, and outside academic/industrial partners. PM21Requirements: Bachelors/Masters Degree in Bioinformatics/Computer Science/Bioengineering/Computational Biology or related field. Must have at least 1-year post-graduation experience. Must have experience with bisulfite sequencing and/or other methylation-specific analysis techniques Experience in academic/industrial applied research environment in biomedical data analysis Experience in software development in multiple programming languages, such as Perl/C++/C/Python/Java, and derivatives for biological data analysis Experience in downloading/learning/applying software and database resources for custom analysis and building workflows Experience with Linux/UNIX/Mac OS X-based systems and developing shell scripts/command-line interfaces for data processing Formal training or exposure to computational biology/biological data analysis, such as gene expression, epigenetics, genotyping, sequencing, CGH, phylogeny, proteomics, or in the specific field needed by the duties Familiarity with various biomedical databases Experience with scientific computing and data visualization tools, such as MATLAB, R, etc., and understanding of basic statisticsShow moreShow less"
Data Integration Engineer,Peoria Unified School District,Description introuvable
Summer 2023 - Manufacturing and Supply Chain Intern,Shamrock Foods Company,"The Shamrock Professional Internship Program is a 12-week program focused on hands-on training in a variety of opportunities throughout the Shamrock Foods Company enterprise. As a Shamrock Student, you will be a part of a cohort of interns across the enterprise focused on real projects that impact the business. In addition to the work, you will do to support your department, you'll get to know your fellow interns through a variety of collaborative projects and events.Essential DutiesProvide support for the dairy plant manager in an accurate and timely mannerEnsure ingredients and packaging inventory management accuracyManage production schedules and planning to reduce cuts and wasteEngage in plant productivity and optimizationAutomate production and supply chain reporting Other duties as assignedQualifications1+ year(s) educational experience and currently pursuing a degree from an accredited college or university with a focus on Supply Chain, Business Management, Industrial Engineering, Operations, Data Analytics, or related studiesMaintains a minimum GPA of 3.0 Must live in or near Phoenix, ArizonaStrong written and oral communication skillsStrong sense of urgency and accountabilityDemonstrates expertise in Microsoft Office suite (Excel, Outlook, Word)Ability to learn and act in a fast-paced environmentEffective task managementHigh level of motivation and adaptabilityGreat attitude and desire to learn and growCorporate SummaryAt Shamrock Foods Company, people come first – our associates, our customers, and the families we serve across the nation. A privately-held, family-owned and -operated Forbes 500 company, Shamrock is an innovator in the food industry and has been since being founded in Arizona in 1922.Our MissionAt Shamrock Foods Company, we live by our founding family’s motto to 'treat associates like family and customers like friends.'Why intern for us?Shamrock Foods Company is committed to a program that goes beyond your typical internship experience, giving interns the opportunity to start their career path. We offer great training and growth for college students to help interns apply their education towards solving business problems and working on hands-on projects in a workplace environment. Our interns are more than a temporary associate; they become part of our family.Equal Opportunity EmployerAt Shamrock Foods Co all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity or any other basis protected by applicable law.Show moreShow less"
Senior Data Analyst,Jobot,Description introuvable
Senior Data Analyst,Jobot,Description introuvable
Research Associate,TGen - Part of City of Hope,"DescriptionTGen has an exciting opportunity for graduates in Biological Sciences! Follow the links to learn more about our science and scientists!https://www.tgen.org/faculty-profiles/haiyong-han/https://www.tgen.org/faculty-profiles/daniel-von-hoff/TGen, the Translational Genomics Research Institute, is an affiliate of City of Hope. We are an Arizona-based, nonprofit medical research institute dedicated to conducting groundbreaking research with life-changing results. We work to unravel the genetic components of common and complex diseases, including cancer, neurological disorders, infectious disease, and rare childhood disorders. By identifying treatment options in this manner, we believe medicine becomes more rational, more precise and, well, more personal.We are looking for a highly motivated individual to working on projects that aim to develop novel therapeutics for cancer. The successful candidate will perform experiments to investigate the activity and mechanism of action of new anti-cancer agents in preclinical models including cultured cancer cells, organoids, and mouse models.The purpose of this position is to perform all duties related to experiment design and execution, data analysis, general laboratory responsibilities, and assisting/mentoring colleagues and/or interns. These procedures allow for a laboratory to function efficiently producing quality data that will translate into publications and most important advances in the clinic.The Research Associate WillExperiment design, execution, and data analysis.Order and organize lab supplies. Organize and maintain lab equipment.Meetings, presentations, seminars.RequirementsPosition requires a Bachelor's Degree in Biological Sciences or related fieldPreferred job experience includes cell culture, biochemical assays, and/or animal (rodent) studies. The candidate should be independent enough to run his/her own study once properly trained.The candidate will be responsible for planning, execution, QC analysis of the study, and communication with other groups involved in the study.Must be able to communicate effectively with members inside the department and outside the department and with collaborators.PM21PI201694936Show moreShow less"
Business Intelligence Reporting Analyst,"Grand Canyon Education, Inc.","Come Grow With UsGrand Canyon Education (GCE) is a rapidly growing educational service company that has long been an industry leader in providing educational, operational and technological support services to the post-secondary education sector. Formerly part of Grand Canyon University (GCU), GCE still works closely with GCU to benefit thousands of students, families and the local inner-city community. We put people first, drive innovation, and do good in the community that we live and work in.Grand Canyon Education is seeking a Business Intelligence Reporting Analyst to support our Business Analytics team.Essential FunctionsDevelop and execute database queries and conduct analyses.Design, implement and develop reporting and analytics solutions using Microsoft Power BI and SSRS.Create visualizations and reports.Maintain and support data analytics platforms.Conduct unit testing and troubleshooting.Provide functional and technical testing of custom reports and software changes.Analyze data as it relates to business processes to ensure compliance with established business rules and to identify anomalies needing resolution.Manage multiple projects Communicate to management and end-users results of analyses in understandable terms.Technical SkillsAbility to analyze data and determine/implement data enrichment or aggregation techniques.Ability to generate complex SQL queries and reports.Ability to develop test data, test plans, test cases and validate results.Ability to develop and document complex workflows.Experience in working with Relational Database models such as SQL, Oracle and MS Access or 3+ years working with MS Excel utilizing macros and complex formulas.Minimum QualificationsCollaborative style, combined with the ability and desire to work in a team-based environment.Ability to maintain a high degree of confidentiality and responsibility regarding information related to Enterprise Partners, its subsidiaries and University business and confidential prospect information.Strong and collegial interpersonal skills and an ability to communicate effectively in person, in writing, and by phone.Ability to work both independently and as part of a team.Problem solver who can take initiative and set priorities while being flexible.Able to effectively manage complex situations involving numerous and sometimes competing constituencies.Attention to detail and thoroughness in completing assigned duties.Highly organized and able to handle multiple projects.Preferred QualificationsBachelor’s Degree in Computer Science, Business with emphasis on data analytics.Previous experience in Higher Education operations.Show moreShow less"
